constraint_id,mine_id,equipment_id,week_start,constraint_type,capacity_value,unit,update_date,remarks
C00716-1,MINE_1,EQ016-1,2023-12-22,Hauling Capacity,500,ton/day,2023-12-28,Jalan rusak
C00717-3,MINE_3,EQ021-3,2023-12-22,Hauling Capacity,500,ton/day,2023-12-25,Kemacetan hauling
C00718-2,MINE_2,EQ042-2,2023-12-22,Hauling Capacity,549,ton/day,2023-12-24,Akses terhambat
C00719-4,MINE_4,EQ003-4,2023-12-22,Hauling Capacity,500,ton/day,2023-12-26,Kemacetan hauling
C00720-3,MINE_3,EQ021-3,2024-01-01,Hauling Capacity,500,ton/day,2024-01-02,Gangguan operasional
C00721-2,MINE_2,EQ001-2,2024-01-01,Excavator Capacity,500,ton/day,2024-01-01,Curah hujan tinggi
C00722-5,MINE_5,EQ002-5,2024-01-01,Excavator Capacity,500,ton/day,2024-01-03,Cuaca kurang mendukung
C00723-1,MINE_1,EQ005-1,2024-01-01,Crusher Capacity,500,ton/day,2024-01-04,Kerusakan mekanis
C00724-4,MINE_4,EQ036-4,2024-01-01,Hauling Capacity,500,ton/day,2024-01-04,Kemacetan hauling
C00725-4,MINE_4,EQ010-4,2024-01-08,Hauling Capacity,500,ton/day,2024-01-13,Akses terhambat
C00726-1,MINE_1,EQ038-1,2024-01-08,Hauling Capacity,500,ton/day,2024-01-10,Kemacetan hauling
C00727-2,MINE_2,EQ004-2,2024-01-08,Hauling Capacity,1075,ton/day,2024-01-11,Alur produksi lancar
C00728-5,MINE_5,EQ034-5,2024-01-08,Hauling Capacity,500,ton/day,2024-01-14,Kemacetan hauling
C00729-3,MINE_3,EQ039-3,2024-01-08,Excavator Capacity,500,ton/day,2024-01-09,Cuaca kurang mendukung
C00730-3,MINE_3,EQ039-3,2024-01-15,Excavator Capacity,500,ton/day,2024-01-16,Cuaca kurang mendukung
C00731-1,MINE_1,EQ022-1,2024-01-15,Excavator Capacity,500,ton/day,2024-01-18,Cuaca kurang mendukung
C00732-5,MINE_5,EQ044-5,2024-01-15,Crusher Capacity,500,ton/day,2024-01-18,Maintenance unit
C00733-2,MINE_2,EQ001-2,2024-01-15,Hauling Capacity,500,ton/day,2024-01-17,Akses terhambat
C00734-4,MINE_4,EQ003-4,2024-01-15,Hauling Capacity,500,ton/day,2024-01-19,Akses terhambat
C00735-4,MINE_4,EQ010-4,2024-01-22,Excavator Capacity,922,ton/day,2024-01-27,Produksi tertunda
C00736-3,MINE_3,EQ009-3,2024-01-22,Excavator Capacity,500,ton/day,2024-01-23,Material basah
C00737-1,MINE_1,EQ017-1,2024-01-22,Hauling Capacity,500,ton/day,2024-01-22,Jalan rusak
C00738-2,MINE_2,EQ049-2,2024-01-22,Hauling Capacity,500,ton/day,2024-01-27,Akses terhambat
C00739-5,MINE_5,EQ012-5,2024-01-22,Hauling Capacity,500,ton/day,2024-01-22,Jalan rusak
C00740-4,MINE_4,EQ036-4,2024-02-01,Hauling Capacity,500,ton/day,2024-02-01,Kemacetan hauling
C00741-1,MINE_1,EQ047-1,2024-02-01,Hauling Capacity,500,ton/day,2024-02-05,Kemacetan hauling
C00742-3,MINE_3,EQ009-3,2024-02-01,Hauling Capacity,500,ton/day,2024-02-07,Akses terhambat
C00743-2,MINE_2,EQ042-2,2024-02-01,Crusher Capacity,500,ton/day,2024-02-01,Kerusakan mekanis
C00744-5,MINE_5,EQ012-5,2024-02-01,Excavator Capacity,500,ton/day,2024-02-07,Material basah
C00745-3,MINE_3,EQ009-3,2024-02-08,Hauling Capacity,500,ton/day,2024-02-13,Kemacetan hauling
C00746-2,MINE_2,EQ025-2,2024-02-08,Excavator Capacity,500,ton/day,2024-02-12,Maintenance unit
C00747-4,MINE_4,EQ036-4,2024-02-08,Hauling Capacity,500,ton/day,2024-02-08,Jalan rusak
C00748-5,MINE_5,EQ012-5,2024-02-08,Excavator Capacity,500,ton/day,2024-02-11,Material basah
C00749-1,MINE_1,EQ041-1,2024-02-08,Hauling Capacity,500,ton/day,2024-02-14,Kemacetan hauling
C00750-4,MINE_4,EQ010-4,2024-02-15,Hauling Capacity,500,ton/day,2024-02-20,Kemacetan hauling
C00751-3,MINE_3,EQ009-3,2024-02-15,Hauling Capacity,500,ton/day,2024-02-19,Jalan rusak
C00752-2,MINE_2,EQ019-2,2024-02-15,Excavator Capacity,500,ton/day,2024-02-15,Curah hujan tinggi
C00753-5,MINE_5,EQ012-5,2024-02-15,Hauling Capacity,500,ton/day,2024-02-19,Kemacetan hauling
C00754-1,MINE_1,EQ030-1,2024-02-15,Excavator Capacity,500,ton/day,2024-02-15,Cuaca kurang mendukung
C00755-1,MINE_1,EQ020-1,2024-02-22,Excavator Capacity,500,ton/day,2024-02-23,Material basah
C00756-4,MINE_4,EQ026-4,2024-02-22,Hauling Capacity,500,ton/day,2024-02-27,Perbaikan alat
C00757-2,MINE_2,EQ025-2,2024-02-22,Excavator Capacity,500,ton/day,2024-02-28,Curah hujan tinggi
C00758-3,MINE_3,EQ009-3,2024-02-22,Excavator Capacity,500,ton/day,2024-02-24,Curah hujan tinggi
C00759-5,MINE_5,EQ012-5,2024-02-22,Hauling Capacity,500,ton/day,2024-02-27,Kerusakan mekanis
C00760-4,MINE_4,EQ026-4,2024-03-01,Hauling Capacity,500,ton/day,2024-03-04,Maintenance unit
C00761-5,MINE_5,EQ008-5,2024-03-01,Excavator Capacity,500,ton/day,2024-03-02,Curah hujan tinggi
C00762-2,MINE_2,EQ019-2,2024-03-01,Hauling Capacity,500,ton/day,2024-03-01,Perbaikan alat
C00763-3,MINE_3,EQ031-3,2024-03-01,Hauling Capacity,500,ton/day,2024-03-06,Akses terhambat
C00764-1,MINE_1,EQ016-1,2024-03-01,Hauling Capacity,500,ton/day,2024-03-04,Akses terhambat
C00765-4,MINE_4,EQ026-4,2024-03-08,Hauling Capacity,500,ton/day,2024-03-08,Kemacetan hauling
C00766-1,MINE_1,EQ038-1,2024-03-08,Hauling Capacity,500,ton/day,2024-03-10,Maintenance unit
C00767-5,MINE_5,EQ012-5,2024-03-08,Crusher Capacity,500,ton/day,2024-03-14,Perbaikan alat
C00768-3,MINE_3,EQ031-3,2024-03-08,Excavator Capacity,500,ton/day,2024-03-08,Cuaca kurang mendukung
C00769-2,MINE_2,EQ028-2,2024-03-08,Excavator Capacity,500,ton/day,2024-03-12,Cuaca kurang mendukung
C00770-4,MINE_4,EQ013-4,2024-03-15,Excavator Capacity,500,ton/day,2024-03-18,Curah hujan tinggi
C00771-1,MINE_1,EQ011-1,2024-03-15,Hauling Capacity,500,ton/day,2024-03-20,Akses terhambat
C00772-2,MINE_2,EQ024-2,2024-03-15,Hauling Capacity,500,ton/day,2024-03-18,Kemacetan hauling
C00773-5,MINE_5,EQ034-5,2024-03-15,Excavator Capacity,500,ton/day,2024-03-18,Kondisi lapangan kurang optimal
C00774-3,MINE_3,EQ021-3,2024-03-15,Crusher Capacity,500,ton/day,2024-03-20,Perbaikan alat
C00775-1,MINE_1,EQ023-1,2024-03-22,Excavator Capacity,500,ton/day,2024-03-26,Maintenance unit
C00776-2,MINE_2,EQ028-2,2024-03-22,Excavator Capacity,500,ton/day,2024-03-23,Cuaca kurang mendukung
C00777-5,MINE_5,EQ012-5,2024-03-22,Hauling Capacity,500,ton/day,2024-03-27,Kemacetan hauling
C00778-3,MINE_3,EQ021-3,2024-03-22,Excavator Capacity,500,ton/day,2024-03-26,Kerusakan mekanis
C00779-4,MINE_4,EQ003-4,2024-03-22,Hauling Capacity,500,ton/day,2024-03-25,Kemacetan hauling
C00780-3,MINE_3,EQ009-3,2024-04-01,Excavator Capacity,500,ton/day,2024-04-04,Curah hujan tinggi
C00781-1,MINE_1,EQ043-1,2024-04-01,Excavator Capacity,500,ton/day,2024-04-04,Curah hujan tinggi
C00782-4,MINE_4,EQ026-4,2024-04-01,Hauling Capacity,500,ton/day,2024-04-06,Akses terhambat
C00783-2,MINE_2,EQ004-2,2024-04-01,Excavator Capacity,500,ton/day,2024-04-02,Maintenance unit
C00784-5,MINE_5,EQ044-5,2024-04-01,Hauling Capacity,500,ton/day,2024-04-06,Jalan rusak
C00785-4,MINE_4,EQ003-4,2024-04-08,Excavator Capacity,536,ton/day,2024-04-08,Cuaca kurang mendukung
C00786-5,MINE_5,EQ034-5,2024-04-08,Excavator Capacity,500,ton/day,2024-04-11,Material basah
C00787-2,MINE_2,EQ018-2,2024-04-08,Hauling Capacity,500,ton/day,2024-04-11,Jalan rusak
C00788-3,MINE_3,EQ039-3,2024-04-08,Hauling Capacity,500,ton/day,2024-04-11,Kemacetan hauling
C00789-1,MINE_1,EQ030-1,2024-04-08,Hauling Capacity,500,ton/day,2024-04-11,Jalan rusak
C00790-1,MINE_1,EQ020-1,2024-04-15,Hauling Capacity,500,ton/day,2024-04-21,Kemacetan hauling
C00791-3,MINE_3,EQ031-3,2024-04-15,Hauling Capacity,500,ton/day,2024-04-19,Kerusakan mekanis
C00792-5,MINE_5,EQ044-5,2024-04-15,Hauling Capacity,500,ton/day,2024-04-18,Kemacetan hauling
C00793-2,MINE_2,EQ040-2,2024-04-15,Hauling Capacity,500,ton/day,2024-04-19,Kemacetan hauling
C00794-4,MINE_4,EQ026-4,2024-04-15,Hauling Capacity,500,ton/day,2024-04-17,Kemacetan hauling
C00795-2,MINE_2,EQ025-2,2024-04-22,Hauling Capacity,500,ton/day,2024-04-28,Akses terhambat
C00796-3,MINE_3,EQ009-3,2024-04-22,Excavator Capacity,500,ton/day,2024-04-26,Kerusakan mekanis
C00797-4,MINE_4,EQ026-4,2024-04-22,Hauling Capacity,500,ton/day,2024-04-28,Akses terhambat
C00798-1,MINE_1,EQ022-1,2024-04-22,Hauling Capacity,500,ton/day,2024-04-22,Jalan rusak
C00799-5,MINE_5,EQ012-5,2024-04-22,Hauling Capacity,500,ton/day,2024-04-24,Jalan rusak
C00800-2,MINE_2,EQ028-2,2024-05-01,Hauling Capacity,500,ton/day,2024-05-02,Kondisi lapangan kurang optimal
C00801-3,MINE_3,EQ021-3,2024-05-01,Hauling Capacity,500,ton/day,2024-05-01,Jalan rusak
C00802-5,MINE_5,EQ035-5,2024-05-01,Excavator Capacity,500,ton/day,2024-05-05,Maintenance unit
C00803-1,MINE_1,EQ045-1,2024-05-01,Excavator Capacity,500,ton/day,2024-05-04,Cuaca kurang mendukung
C00804-4,MINE_4,EQ003-4,2024-05-01,Excavator Capacity,500,ton/day,2024-05-04,Cuaca kurang mendukung
C00805-4,MINE_4,EQ013-4,2024-05-08,Hauling Capacity,500,ton/day,2024-05-14,Akses terhambat
C00806-5,MINE_5,EQ034-5,2024-05-08,Hauling Capacity,500,ton/day,2024-05-08,Jalan rusak
C00807-3,MINE_3,EQ039-3,2024-05-08,Excavator Capacity,500,ton/day,2024-05-08,Perbaikan alat
C00808-1,MINE_1,EQ032-1,2024-05-08,Crusher Capacity,500,ton/day,2024-05-09,Gangguan operasional
C00809-2,MINE_2,EQ040-2,2024-05-08,Excavator Capacity,500,ton/day,2024-05-13,Material basah
C00810-4,MINE_4,EQ036-4,2024-05-15,Hauling Capacity,500,ton/day,2024-05-19,Perbaikan alat
C00811-5,MINE_5,EQ044-5,2024-05-15,Excavator Capacity,500,ton/day,2024-05-19,Material basah
C00812-1,MINE_1,EQ020-1,2024-05-15,Excavator Capacity,500,ton/day,2024-05-15,Curah hujan tinggi
C00813-3,MINE_3,EQ031-3,2024-05-15,Excavator Capacity,500,ton/day,2024-05-18,Kondisi lapangan kurang optimal
C00814-2,MINE_2,EQ019-2,2024-05-15,Excavator Capacity,500,ton/day,2024-05-18,Cuaca kurang mendukung
C00815-5,MINE_5,EQ034-5,2024-05-22,Crusher Capacity,500,ton/day,2024-05-25,Gangguan operasional
C00816-3,MINE_3,EQ021-3,2024-05-22,Hauling Capacity,500,ton/day,2024-05-28,Kemacetan hauling
C00817-2,MINE_2,EQ019-2,2024-05-22,Hauling Capacity,500,ton/day,2024-05-27,Jalan rusak
C00818-4,MINE_4,EQ013-4,2024-05-22,Hauling Capacity,500,ton/day,2024-05-26,Kemacetan hauling
C00819-1,MINE_1,EQ047-1,2024-05-22,Crusher Capacity,500,ton/day,2024-05-23,Perbaikan alat
C00820-2,MINE_2,EQ001-2,2024-06-01,Excavator Capacity,500,ton/day,2024-06-04,Perbaikan alat
C00821-1,MINE_1,EQ005-1,2024-06-01,Hauling Capacity,500,ton/day,2024-06-01,Kemacetan hauling
C00822-5,MINE_5,EQ034-5,2024-06-01,Hauling Capacity,500,ton/day,2024-06-05,Jalan rusak
C00823-4,MINE_4,EQ036-4,2024-06-01,Excavator Capacity,500,ton/day,2024-06-04,Material basah
C00824-3,MINE_3,EQ031-3,2024-06-01,Hauling Capacity,500,ton/day,2024-06-07,Jalan rusak
C00825-1,MINE_1,EQ015-1,2024-06-08,Excavator Capacity,500,ton/day,2024-06-14,Material basah
C00826-5,MINE_5,EQ034-5,2024-06-08,Excavator Capacity,500,ton/day,2024-06-10,Curah hujan tinggi
C00827-4,MINE_4,EQ010-4,2024-06-08,Hauling Capacity,500,ton/day,2024-06-12,Akses terhambat
C00828-2,MINE_2,EQ042-2,2024-06-08,Hauling Capacity,500,ton/day,2024-06-10,Kemacetan hauling
C00829-3,MINE_3,EQ031-3,2024-06-08,Excavator Capacity,500,ton/day,2024-06-14,Gangguan operasional
C00830-5,MINE_5,EQ008-5,2024-06-15,Hauling Capacity,500,ton/day,2024-06-20,Akses terhambat
C00831-1,MINE_1,EQ045-1,2024-06-15,Excavator Capacity,500,ton/day,2024-06-20,Perbaikan alat
C00832-2,MINE_2,EQ028-2,2024-06-15,Excavator Capacity,500,ton/day,2024-06-18,Curah hujan tinggi
C00833-4,MINE_4,EQ013-4,2024-06-15,Excavator Capacity,500,ton/day,2024-06-16,Curah hujan tinggi
C00834-3,MINE_3,EQ039-3,2024-06-15,Hauling Capacity,500,ton/day,2024-06-16,Kerusakan mekanis
C00835-5,MINE_5,EQ044-5,2024-06-22,Excavator Capacity,500,ton/day,2024-06-22,Perbaikan alat
C00836-2,MINE_2,EQ042-2,2024-06-22,Hauling Capacity,500,ton/day,2024-06-22,Akses terhambat
C00837-3,MINE_3,EQ021-3,2024-06-22,Excavator Capacity,500,ton/day,2024-06-26,Kondisi lapangan kurang optimal
C00838-4,MINE_4,EQ026-4,2024-06-22,Excavator Capacity,500,ton/day,2024-06-26,Cuaca kurang mendukung
C00839-1,MINE_1,EQ037-1,2024-06-22,Hauling Capacity,500,ton/day,2024-06-23,Kemacetan hauling
C00840-3,MINE_3,EQ009-3,2024-07-01,Excavator Capacity,500,ton/day,2024-07-02,Kerusakan mekanis
C00841-4,MINE_4,EQ026-4,2024-07-01,Hauling Capacity,500,ton/day,2024-07-01,Maintenance unit
C00842-2,MINE_2,EQ029-2,2024-07-01,Hauling Capacity,500,ton/day,2024-07-04,Jalan rusak
C00843-5,MINE_5,EQ012-5,2024-07-01,Excavator Capacity,500,ton/day,2024-07-07,Material basah
C00844-1,MINE_1,EQ006-1,2024-07-01,Excavator Capacity,500,ton/day,2024-07-07,Kerusakan mekanis
C00845-5,MINE_5,EQ002-5,2024-07-08,Hauling Capacity,500,ton/day,2024-07-11,Jalan rusak
C00846-2,MINE_2,EQ025-2,2024-07-08,Hauling Capacity,500,ton/day,2024-07-12,Kemacetan hauling
C00847-3,MINE_3,EQ021-3,2024-07-08,Hauling Capacity,500,ton/day,2024-07-14,Akses terhambat
C00848-4,MINE_4,EQ013-4,2024-07-08,Hauling Capacity,500,ton/day,2024-07-12,Akses terhambat
C00849-1,MINE_1,EQ020-1,2024-07-08,Excavator Capacity,500,ton/day,2024-07-08,Curah hujan tinggi
C00850-1,MINE_1,EQ043-1,2024-07-15,Crusher Capacity,500,ton/day,2024-07-19,Gangguan operasional
C00851-2,MINE_2,EQ028-2,2024-07-15,Excavator Capacity,500,ton/day,2024-07-21,Material basah
C00852-3,MINE_3,EQ039-3,2024-07-15,Hauling Capacity,500,ton/day,2024-07-21,Kemacetan hauling
C00853-4,MINE_4,EQ010-4,2024-07-15,Excavator Capacity,500,ton/day,2024-07-21,Curah hujan tinggi
C00854-5,MINE_5,EQ035-5,2024-07-15,Excavator Capacity,500,ton/day,2024-07-15,Curah hujan tinggi
C00855-3,MINE_3,EQ031-3,2024-07-22,Hauling Capacity,500,ton/day,2024-07-27,Akses terhambat
C00856-1,MINE_1,EQ022-1,2024-07-22,Crusher Capacity,500,ton/day,2024-07-27,Operasi normal
C00857-2,MINE_2,EQ019-2,2024-07-22,Hauling Capacity,500,ton/day,2024-07-24,Akses terhambat
C00858-4,MINE_4,EQ026-4,2024-07-22,Excavator Capacity,500,ton/day,2024-07-23,Cuaca kurang mendukung
C00859-5,MINE_5,EQ012-5,2024-07-22,Excavator Capacity,500,ton/day,2024-07-27,Perbaikan alat
C00860-5,MINE_5,EQ035-5,2024-08-01,Hauling Capacity,500,ton/day,2024-08-01,Kemacetan hauling
C00861-2,MINE_2,EQ040-2,2024-08-01,Hauling Capacity,500,ton/day,2024-08-01,Akses terhambat
C00862-4,MINE_4,EQ026-4,2024-08-01,Excavator Capacity,500,ton/day,2024-08-01,Curah hujan tinggi
C00863-3,MINE_3,EQ031-3,2024-08-01,Excavator Capacity,500,ton/day,2024-08-07,Cuaca kurang mendukung
C00864-1,MINE_1,EQ037-1,2024-08-01,Excavator Capacity,500,ton/day,2024-08-02,Cuaca kurang mendukung
C00865-3,MINE_3,EQ039-3,2024-08-08,Excavator Capacity,500,ton/day,2024-08-09,Curah hujan tinggi
C00866-4,MINE_4,EQ013-4,2024-08-08,Excavator Capacity,500,ton/day,2024-08-13,Perbaikan alat
C00867-5,MINE_5,EQ008-5,2024-08-08,Excavator Capacity,500,ton/day,2024-08-14,Curah hujan tinggi
C00868-1,MINE_1,EQ011-1,2024-08-08,Crusher Capacity,500,ton/day,2024-08-08,Maintenance unit
C00869-2,MINE_2,EQ018-2,2024-08-08,Hauling Capacity,500,ton/day,2024-08-08,Jalan rusak
C00870-2,MINE_2,EQ024-2,2024-08-15,Hauling Capacity,500,ton/day,2024-08-16,Jalan rusak
C00871-3,MINE_3,EQ039-3,2024-08-15,Excavator Capacity,500,ton/day,2024-08-18,Cuaca kurang mendukung
C00872-1,MINE_1,EQ050-1,2024-08-15,Excavator Capacity,500,ton/day,2024-08-15,Material basah
C00873-4,MINE_4,EQ036-4,2024-08-15,Excavator Capacity,500,ton/day,2024-08-15,Curah hujan tinggi
C00874-5,MINE_5,EQ044-5,2024-08-15,Hauling Capacity,500,ton/day,2024-08-20,Akses terhambat
C00875-3,MINE_3,EQ046-3,2024-08-22,Excavator Capacity,500,ton/day,2024-08-24,Cuaca kurang mendukung
C00876-5,MINE_5,EQ008-5,2024-08-22,Crusher Capacity,500,ton/day,2024-08-23,Kerusakan mekanis
C00877-1,MINE_1,EQ030-1,2024-08-22,Crusher Capacity,500,ton/day,2024-08-27,Kerusakan mekanis
C00878-4,MINE_4,EQ010-4,2024-08-22,Excavator Capacity,500,ton/day,2024-08-24,Cuaca kurang mendukung
C00879-2,MINE_2,EQ042-2,2024-08-22,Excavator Capacity,500,ton/day,2024-08-22,Curah hujan tinggi
C00880-2,MINE_2,EQ004-2,2024-09-01,Hauling Capacity,500,ton/day,2024-09-03,Akses terhambat
C00881-1,MINE_1,EQ015-1,2024-09-01,Hauling Capacity,500,ton/day,2024-09-04,Operasi normal
C00882-3,MINE_3,EQ021-3,2024-09-01,Excavator Capacity,500,ton/day,2024-09-01,Cuaca kurang mendukung
C00883-4,MINE_4,EQ003-4,2024-09-01,Hauling Capacity,500,ton/day,2024-09-06,Kemacetan hauling
C00884-5,MINE_5,EQ044-5,2024-09-01,Hauling Capacity,500,ton/day,2024-09-07,Kemacetan hauling
C00885-3,MINE_3,EQ009-3,2024-09-08,Excavator Capacity,500,ton/day,2024-09-14,Kerusakan mekanis
C00886-4,MINE_4,EQ003-4,2024-09-08,Hauling Capacity,500,ton/day,2024-09-12,Jalan rusak
C00887-1,MINE_1,EQ027-1,2024-09-08,Hauling Capacity,500,ton/day,2024-09-14,Jalan rusak
C00888-2,MINE_2,EQ001-2,2024-09-08,Excavator Capacity,500,ton/day,2024-09-13,Material basah
C00889-5,MINE_5,EQ034-5,2024-09-08,Excavator Capacity,500,ton/day,2024-09-12,Alur produksi lancar
C00890-1,MINE_1,EQ050-1,2024-09-15,Excavator Capacity,500,ton/day,2024-09-18,Produksi tertunda
C00891-5,MINE_5,EQ012-5,2024-09-15,Excavator Capacity,500,ton/day,2024-09-17,Cuaca kurang mendukung
C00892-4,MINE_4,EQ010-4,2024-09-15,Excavator Capacity,500,ton/day,2024-09-16,Cuaca kurang mendukung
C00893-2,MINE_2,EQ024-2,2024-09-15,Hauling Capacity,500,ton/day,2024-09-16,Jalan rusak
C00894-3,MINE_3,EQ046-3,2024-09-15,Excavator Capacity,500,ton/day,2024-09-21,Curah hujan tinggi
C00895-5,MINE_5,EQ034-5,2024-09-22,Crusher Capacity,500,ton/day,2024-09-25,Kondisi lapangan kurang optimal
C00896-4,MINE_4,EQ026-4,2024-09-22,Hauling Capacity,500,ton/day,2024-09-23,Akses terhambat
C00897-3,MINE_3,EQ039-3,2024-09-22,Excavator Capacity,500,ton/day,2024-09-23,Cuaca kurang mendukung
C00898-2,MINE_2,EQ040-2,2024-09-22,Excavator Capacity,500,ton/day,2024-09-22,Material basah
C00899-1,MINE_1,EQ045-1,2024-09-22,Excavator Capacity,500,ton/day,2024-09-26,Material basah
C00900-1,MINE_1,EQ020-1,2024-10-01,Hauling Capacity,500,ton/day,2024-10-02,Akses terhambat
C00901-5,MINE_5,EQ034-5,2024-10-01,Excavator Capacity,500,ton/day,2024-10-05,Cuaca kurang mendukung
C00902-2,MINE_2,EQ040-2,2024-10-01,Hauling Capacity,500,ton/day,2024-10-06,Jalan rusak
C00903-3,MINE_3,EQ046-3,2024-10-01,Excavator Capacity,500,ton/day,2024-10-05,Curah hujan tinggi
C00904-4,MINE_4,EQ026-4,2024-10-01,Excavator Capacity,500,ton/day,2024-10-01,Cuaca kurang mendukung
C00905-5,MINE_5,EQ002-5,2024-10-08,Hauling Capacity,500,ton/day,2024-10-09,Jalan rusak
C00906-1,MINE_1,EQ030-1,2024-10-08,Excavator Capacity,500,ton/day,2024-10-08,Material basah
C00907-4,MINE_4,EQ010-4,2024-10-08,Excavator Capacity,540,ton/day,2024-10-10,Material basah
C00908-3,MINE_3,EQ046-3,2024-10-08,Excavator Capacity,500,ton/day,2024-10-14,Kerusakan mekanis
C00909-2,MINE_2,EQ029-2,2024-10-08,Crusher Capacity,500,ton/day,2024-10-10,Perbaikan alat
C00910-3,MINE_3,EQ009-3,2024-10-15,Excavator Capacity,500,ton/day,2024-10-15,Curah hujan tinggi
C00911-5,MINE_5,EQ034-5,2024-10-15,Hauling Capacity,500,ton/day,2024-10-15,Kemacetan hauling
C00912-4,MINE_4,EQ036-4,2024-10-15,Crusher Capacity,500,ton/day,2024-10-21,Kerusakan mekanis
C00913-2,MINE_2,EQ049-2,2024-10-15,Hauling Capacity,500,ton/day,2024-10-16,Kemacetan hauling
C00914-1,MINE_1,EQ030-1,2024-10-15,Hauling Capacity,500,ton/day,2024-10-20,Kemacetan hauling
C00915-5,MINE_5,EQ035-5,2024-10-22,Excavator Capacity,500,ton/day,2024-10-27,Material basah
C00916-2,MINE_2,EQ040-2,2024-10-22,Hauling Capacity,605,ton/day,2024-10-24,Kerusakan mekanis
C00917-4,MINE_4,EQ013-4,2024-10-22,Excavator Capacity,500,ton/day,2024-10-24,Material basah
C00918-1,MINE_1,EQ016-1,2024-10-22,Excavator Capacity,500,ton/day,2024-10-27,Cuaca kurang mendukung
C00919-3,MINE_3,EQ009-3,2024-10-22,Hauling Capacity,500,ton/day,2024-10-22,Akses terhambat
C00920-5,MINE_5,EQ002-5,2024-11-01,Hauling Capacity,500,ton/day,2024-11-01,Kemacetan hauling
C00921-1,MINE_1,EQ033-1,2024-11-01,Excavator Capacity,500,ton/day,2024-11-02,Maintenance unit
C00922-4,MINE_4,EQ036-4,2024-11-01,Excavator Capacity,500,ton/day,2024-11-03,Perbaikan alat
C00923-2,MINE_2,EQ019-2,2024-11-01,Excavator Capacity,500,ton/day,2024-11-04,Material basah
C00924-3,MINE_3,EQ021-3,2024-11-01,Hauling Capacity,500,ton/day,2024-11-02,Jalan rusak
C00925-3,MINE_3,EQ046-3,2024-11-08,Excavator Capacity,500,ton/day,2024-11-08,Material basah
C00926-2,MINE_2,EQ029-2,2024-11-08,Hauling Capacity,500,ton/day,2024-11-12,Kemacetan hauling
C00927-5,MINE_5,EQ035-5,2024-11-08,Excavator Capacity,500,ton/day,2024-11-08,Cuaca kurang mendukung
C00928-4,MINE_4,EQ026-4,2024-11-08,Hauling Capacity,500,ton/day,2024-11-08,Maintenance unit
C00929-1,MINE_1,EQ033-1,2024-11-08,Excavator Capacity,500,ton/day,2024-11-08,Maintenance unit
C00930-4,MINE_4,EQ026-4,2024-11-15,Hauling Capacity,500,ton/day,2024-11-17,Kemacetan hauling
C00931-3,MINE_3,EQ021-3,2024-11-15,Crusher Capacity,500,ton/day,2024-11-15,Maintenance unit
C00932-1,MINE_1,EQ027-1,2024-11-15,Hauling Capacity,500,ton/day,2024-11-21,Jalan rusak
C00933-5,MINE_5,EQ034-5,2024-11-15,Hauling Capacity,500,ton/day,2024-11-18,Jalan rusak
C00934-2,MINE_2,EQ029-2,2024-11-15,Excavator Capacity,500,ton/day,2024-11-19,Kerusakan mekanis
C00935-5,MINE_5,EQ012-5,2024-11-22,Hauling Capacity,500,ton/day,2024-11-23,Jalan rusak
C00936-3,MINE_3,EQ021-3,2024-11-22,Excavator Capacity,500,ton/day,2024-11-22,Maintenance unit
C00937-2,MINE_2,EQ019-2,2024-11-22,Hauling Capacity,500,ton/day,2024-11-27,Kemacetan hauling
C00938-4,MINE_4,EQ003-4,2024-11-22,Excavator Capacity,716,ton/day,2024-11-22,Cuaca kurang mendukung
C00939-1,MINE_1,EQ043-1,2024-11-22,Hauling Capacity,500,ton/day,2024-11-22,Jalan rusak
C00940-1,MINE_1,EQ023-1,2024-12-01,Hauling Capacity,500,ton/day,2024-12-05,Kemacetan hauling
C00941-2,MINE_2,EQ024-2,2024-12-01,Excavator Capacity,500,ton/day,2024-12-07,Cuaca kurang mendukung
C00942-5,MINE_5,EQ002-5,2024-12-01,Excavator Capacity,500,ton/day,2024-12-02,Curah hujan tinggi
C00943-3,MINE_3,EQ009-3,2024-12-01,Excavator Capacity,500,ton/day,2024-12-06,Material basah
C00944-4,MINE_4,EQ010-4,2024-12-01,Excavator Capacity,500,ton/day,2024-12-03,Material basah
C00945-5,MINE_5,EQ044-5,2024-12-08,Excavator Capacity,500,ton/day,2024-12-09,Material basah
C00946-4,MINE_4,EQ013-4,2024-12-08,Excavator Capacity,500,ton/day,2024-12-08,Material basah
C00947-3,MINE_3,EQ046-3,2024-12-08,Hauling Capacity,500,ton/day,2024-12-14,Kemacetan hauling
C00948-1,MINE_1,EQ037-1,2024-12-08,Hauling Capacity,500,ton/day,2024-12-14,Jalan rusak
C00949-2,MINE_2,EQ024-2,2024-12-08,Excavator Capacity,500,ton/day,2024-12-12,Cuaca kurang mendukung
C00950-5,MINE_5,EQ008-5,2024-12-15,Excavator Capacity,500,ton/day,2024-12-17,Curah hujan tinggi
C00951-4,MINE_4,EQ010-4,2024-12-15,Excavator Capacity,500,ton/day,2024-12-15,Material basah
C00952-1,MINE_1,EQ030-1,2024-12-15,Hauling Capacity,500,ton/day,2024-12-20,Akses terhambat
C00953-3,MINE_3,EQ031-3,2024-12-15,Excavator Capacity,500,ton/day,2024-12-19,Cuaca kurang mendukung
