shipment_id,mine_id,week_start,vessel_name,destination_port,coal_tonnage,etd,eta,status
SHP00521-2,MINE_2,2023-11-08,MV Kalimantan Jaya,Balikpapan,25195,2023-11-12,2023-11-13,On Schedule
SHP00233-1,MINE_1,2023-11-08,MV Borneo Star,Surabaya,30417,2023-11-08,2023-11-12,Delayed
SHP00953-4,MINE_4,2023-11-08,MV Nusantara 01,Surabaya,24256,2023-11-10,2023-11-15,On Schedule
SHP00761-3,MINE_3,2023-11-08,MV Sumatra Raya,Belawan,16772,2023-11-08,2023-11-12,On Schedule
SHP01097-5,MINE_5,2023-11-08,MV Kapuas Indah,Tarakan,32044,2023-11-10,2023-11-13,On Schedule
SHP00234-1,MINE_1,2023-11-15,MV Borneo Star,Banjarmasin,15699,2023-11-17,2023-11-18,On Schedule
SHP00522-2,MINE_2,2023-11-15,MV Nusantara 01,Samarinda,19557,2023-11-16,2023-11-17,Delayed
SHP00762-3,MINE_3,2023-11-15,MV Sumatra Raya,Tanjungbalai,18180,2023-11-16,2023-11-22,On Schedule
SHP01098-5,MINE_5,2023-11-15,MV Sungai Barito,Makassar,26757,2023-11-17,2023-11-23,On Schedule
SHP00954-4,MINE_4,2023-11-15,MV Borneo Star,Samarinda,29208,2023-11-17,2023-11-18,On Schedule
SHP01099-5,MINE_5,2023-11-22,MV Kapuas Indah,Tarakan,29300,2023-11-26,2023-11-28,Delayed
SHP00955-4,MINE_4,2023-11-22,MV Borneo Star,Surabaya,39504,2023-11-24,2023-11-28,On Schedule
SHP00235-1,MINE_1,2023-11-22,MV Kalimantan Jaya,Surabaya,31964,2023-11-25,2023-12-02,On Schedule
SHP00763-3,MINE_3,2023-11-22,MV Sriwijaya,Tanjungbalai,18832,2023-11-22,2023-11-25,On Schedule
SHP00523-2,MINE_2,2023-11-22,MV Borneo Star,Samarinda,37918,2023-11-22,2023-11-24,On Schedule
SHP00524-2,MINE_2,2023-12-01,MV Kalimantan Jaya,Samarinda,39959,2023-12-04,2023-12-07,On Schedule
SHP00236-1,MINE_1,2023-12-01,MV Nusantara 01,Surabaya,34493,2023-12-04,2023-12-10,Delayed
SHP01100-5,MINE_5,2023-12-01,MV Kapuas Indah,Tarakan,37412,2023-12-01,2023-12-02,On Schedule
SHP00764-3,MINE_3,2023-12-01,MV Sumatra Raya,Tanjungbalai,38064,2023-12-06,2023-12-13,On Schedule
SHP00956-4,MINE_4,2023-12-01,MV Nusantara 01,Surabaya,22214,2023-12-01,2023-12-06,Delayed
SHP00525-2,MINE_2,2023-12-08,MV Nusantara 01,Balikpapan,39885,2023-12-13,2023-12-14,On Schedule
SHP00237-1,MINE_1,2023-12-08,MV Kalimantan Jaya,Surabaya,18273,2023-12-10,2023-12-14,On Schedule
SHP00957-4,MINE_4,2023-12-08,MV Borneo Star,Samarinda,24168,2023-12-13,2023-12-14,Pending
SHP01101-5,MINE_5,2023-12-08,MV Kapuas Indah,Makassar,37063,2023-12-08,2023-12-11,On Schedule
SHP00765-3,MINE_3,2023-12-08,MV Sriwijaya,Belawan,17800,2023-12-12,2023-12-19,On Schedule
SHP00766-3,MINE_3,2023-12-15,MV Sriwijaya,Belawan,25728,2023-12-18,2023-12-21,On Schedule
SHP01102-5,MINE_5,2023-12-15,MV Kapuas Indah,Makassar,15406,2023-12-17,2023-12-20,On Schedule
SHP00958-4,MINE_4,2023-12-15,MV Kalimantan Jaya,Surabaya,34873,2023-12-15,2023-12-18,Delayed
SHP00238-1,MINE_1,2023-12-15,MV Kalimantan Jaya,Banjarmasin,19357,2023-12-19,2023-12-21,On Schedule
SHP00526-2,MINE_2,2023-12-15,MV Kalimantan Jaya,Samarinda,23752,2023-12-15,2023-12-18,Delayed
SHP01103-5,MINE_5,2023-12-22,MV Sungai Barito,Tarakan,22106,2023-12-22,2023-12-23,On Schedule
SHP00239-1,MINE_1,2023-12-22,MV Borneo Star,Banjarmasin,16907,2023-12-24,2023-12-27,On Schedule
SHP00767-3,MINE_3,2023-12-22,MV Sumatra Raya,Tanjungbalai,19796,2023-12-22,2023-12-26,On Schedule
SHP00527-2,MINE_2,2023-12-22,MV Nusantara 01,Samarinda,38416,2023-12-24,2023-12-26,On Schedule
SHP00959-4,MINE_4,2023-12-22,MV Nusantara 01,Samarinda,21426,2023-12-22,2023-12-23,On Schedule
SHP00768-3,MINE_3,2024-01-01,MV Sumatra Raya,Belawan,17763,2024-01-06,2024-01-11,On Schedule
SHP00528-2,MINE_2,2024-01-01,MV Nusantara 01,Balikpapan,31835,2024-01-01,2024-01-04,On Schedule
SHP01104-5,MINE_5,2024-01-01,MV Kapuas Indah,Makassar,35792,2024-01-06,2024-01-11,Delayed
SHP00240-1,MINE_1,2024-01-01,MV Nusantara 01,Surabaya,39335,2024-01-03,2024-01-07,Pending
SHP00960-4,MINE_4,2024-01-01,MV Nusantara 01,Surabaya,23160,2024-01-04,2024-01-10,On Schedule
SHP00961-4,MINE_4,2024-01-08,MV Borneo Star,Samarinda,31523,2024-01-10,2024-01-11,On Schedule
SHP00241-1,MINE_1,2024-01-08,MV Kalimantan Jaya,Banjarmasin,38620,2024-01-08,2024-01-10,On Schedule
SHP00529-2,MINE_2,2024-01-08,MV Nusantara 01,Samarinda,35335,2024-01-13,2024-01-15,On Schedule
SHP01105-5,MINE_5,2024-01-08,MV Kapuas Indah,Tarakan,27253,2024-01-10,2024-01-12,On Schedule
SHP00769-3,MINE_3,2024-01-08,MV Sumatra Raya,Belawan,18765,2024-01-12,2024-01-18,Delayed
SHP00770-3,MINE_3,2024-01-15,MV Sriwijaya,Tanjungbalai,19855,2024-01-17,2024-01-24,Pending
SHP00242-1,MINE_1,2024-01-15,MV Borneo Star,Banjarmasin,37745,2024-01-16,2024-01-17,On Schedule
SHP01106-5,MINE_5,2024-01-15,MV Kapuas Indah,Tarakan,22737,2024-01-16,2024-01-18,On Schedule
SHP00530-2,MINE_2,2024-01-15,MV Borneo Star,Samarinda,26737,2024-01-19,2024-01-21,On Schedule
SHP00962-4,MINE_4,2024-01-15,MV Kalimantan Jaya,Samarinda,22162,2024-01-15,2024-01-18,On Schedule
SHP00963-4,MINE_4,2024-01-22,MV Borneo Star,Samarinda,20755,2024-01-24,2024-01-26,On Schedule
SHP00771-3,MINE_3,2024-01-22,MV Sumatra Raya,Tanjungbalai,16518,2024-01-23,2024-01-28,Pending
SHP00243-1,MINE_1,2024-01-22,MV Nusantara 01,Banjarmasin,18554,2024-01-27,2024-01-30,On Schedule
SHP00531-2,MINE_2,2024-01-22,MV Borneo Star,Samarinda,31194,2024-01-23,2024-01-25,On Schedule
SHP01107-5,MINE_5,2024-01-22,MV Sungai Barito,Makassar,38903,2024-01-22,2024-01-25,On Schedule
SHP00964-4,MINE_4,2024-02-01,MV Kalimantan Jaya,Samarinda,33939,2024-02-04,2024-02-07,On Schedule
SHP00244-1,MINE_1,2024-02-01,MV Kalimantan Jaya,Banjarmasin,37793,2024-02-02,2024-02-03,On Schedule
SHP00772-3,MINE_3,2024-02-01,MV Sriwijaya,Tanjungbalai,30226,2024-02-03,2024-02-10,Delayed
SHP00532-2,MINE_2,2024-02-01,MV Borneo Star,Balikpapan,23475,2024-02-01,2024-02-02,On Schedule
SHP01108-5,MINE_5,2024-02-01,MV Sungai Barito,Makassar,38715,2024-02-01,2024-02-04,Pending
SHP00773-3,MINE_3,2024-02-08,MV Sumatra Raya,Tanjungbalai,17093,2024-02-08,2024-02-15,On Schedule
SHP00533-2,MINE_2,2024-02-08,MV Borneo Star,Balikpapan,19937,2024-02-13,2024-02-14,On Schedule
SHP00965-4,MINE_4,2024-02-08,MV Borneo Star,Surabaya,22674,2024-02-10,2024-02-16,On Schedule
SHP01109-5,MINE_5,2024-02-08,MV Sungai Barito,Makassar,17426,2024-02-11,2024-02-18,Delayed
SHP00245-1,MINE_1,2024-02-08,MV Borneo Star,Banjarmasin,19138,2024-02-11,2024-02-12,On Schedule
SHP00966-4,MINE_4,2024-02-15,MV Borneo Star,Surabaya,25278,2024-02-18,2024-02-25,On Schedule
SHP00774-3,MINE_3,2024-02-15,MV Sriwijaya,Belawan,37520,2024-02-18,2024-02-21,On Schedule
SHP00534-2,MINE_2,2024-02-15,MV Nusantara 01,Balikpapan,23252,2024-02-16,2024-02-19,On Schedule
SHP01110-5,MINE_5,2024-02-15,MV Kapuas Indah,Makassar,16551,2024-02-15,2024-02-20,On Schedule
SHP00246-1,MINE_1,2024-02-15,MV Nusantara 01,Surabaya,20283,2024-02-16,2024-02-21,Pending
SHP00247-1,MINE_1,2024-02-22,MV Kalimantan Jaya,Surabaya,16993,2024-02-27,2024-03-03,On Schedule
SHP00967-4,MINE_4,2024-02-22,MV Nusantara 01,Surabaya,31873,2024-02-24,2024-02-29,On Schedule
SHP00535-2,MINE_2,2024-02-22,MV Kalimantan Jaya,Balikpapan,31678,2024-02-24,2024-02-25,On Schedule
SHP00775-3,MINE_3,2024-02-22,MV Sumatra Raya,Belawan,36128,2024-02-27,2024-03-05,On Schedule
SHP01111-5,MINE_5,2024-02-22,MV Sungai Barito,Tarakan,35025,2024-02-23,2024-02-24,On Schedule
SHP00968-4,MINE_4,2024-03-01,MV Borneo Star,Surabaya,20738,2024-03-04,2024-03-08,Pending
SHP01112-5,MINE_5,2024-03-01,MV Kapuas Indah,Makassar,22352,2024-03-02,2024-03-07,On Schedule
SHP00536-2,MINE_2,2024-03-01,MV Borneo Star,Balikpapan,23003,2024-03-05,2024-03-08,On Schedule
SHP00776-3,MINE_3,2024-03-01,MV Sriwijaya,Belawan,23312,2024-03-03,2024-03-07,On Schedule
SHP00248-1,MINE_1,2024-03-01,MV Borneo Star,Banjarmasin,17032,2024-03-05,2024-03-06,On Schedule
SHP00969-4,MINE_4,2024-03-08,MV Kalimantan Jaya,Surabaya,29638,2024-03-10,2024-03-17,On Schedule
SHP00249-1,MINE_1,2024-03-08,MV Nusantara 01,Surabaya,15195,2024-03-12,2024-03-15,Pending
SHP01113-5,MINE_5,2024-03-08,MV Sungai Barito,Makassar,39852,2024-03-09,2024-03-12,Delayed
SHP00777-3,MINE_3,2024-03-08,MV Sumatra Raya,Tanjungbalai,28622,2024-03-08,2024-03-15,On Schedule
SHP00537-2,MINE_2,2024-03-08,MV Nusantara 01,Balikpapan,21121,2024-03-12,2024-03-14,On Schedule
SHP00970-4,MINE_4,2024-03-15,MV Borneo Star,Samarinda,21972,2024-03-15,2024-03-16,On Schedule
SHP00250-1,MINE_1,2024-03-15,MV Nusantara 01,Banjarmasin,15661,2024-03-17,2024-03-20,On Schedule
SHP00538-2,MINE_2,2024-03-15,MV Kalimantan Jaya,Balikpapan,39527,2024-03-15,2024-03-18,Delayed
SHP01114-5,MINE_5,2024-03-15,MV Sungai Barito,Tarakan,28596,2024-03-20,2024-03-21,On Schedule
SHP00778-3,MINE_3,2024-03-15,MV Sriwijaya,Belawan,33031,2024-03-20,2024-03-26,On Schedule
SHP00251-1,MINE_1,2024-03-22,MV Kalimantan Jaya,Banjarmasin,23837,2024-03-26,2024-03-28,Delayed
SHP00539-2,MINE_2,2024-03-22,MV Borneo Star,Balikpapan,23912,2024-03-27,2024-03-28,On Schedule
SHP01115-5,MINE_5,2024-03-22,MV Kapuas Indah,Makassar,16673,2024-03-24,2024-03-28,On Schedule
SHP00779-3,MINE_3,2024-03-22,MV Sriwijaya,Tanjungbalai,28545,2024-03-23,2024-03-26,On Schedule
SHP00971-4,MINE_4,2024-03-22,MV Borneo Star,Samarinda,31530,2024-03-27,2024-03-30,On Schedule
SHP00780-3,MINE_3,2024-04-01,MV Sumatra Raya,Tanjungbalai,23328,2024-04-03,2024-04-10,On Schedule
SHP00252-1,MINE_1,2024-04-01,MV Borneo Star,Banjarmasin,29665,2024-04-03,2024-04-06,On Schedule
SHP00972-4,MINE_4,2024-04-01,MV Borneo Star,Samarinda,20618,2024-04-05,2024-04-07,On Schedule
SHP00540-2,MINE_2,2024-04-01,MV Kalimantan Jaya,Balikpapan,15204,2024-04-05,2024-04-08,On Schedule
SHP01116-5,MINE_5,2024-04-01,MV Sungai Barito,Makassar,19390,2024-04-05,2024-04-12,On Schedule
SHP00973-4,MINE_4,2024-04-08,MV Borneo Star,Samarinda,30810,2024-04-12,2024-04-13,On Schedule
SHP01117-5,MINE_5,2024-04-08,MV Sungai Barito,Tarakan,33160,2024-04-12,2024-04-13,On Schedule
SHP00541-2,MINE_2,2024-04-08,MV Nusantara 01,Samarinda,22374,2024-04-10,2024-04-11,Delayed
SHP00781-3,MINE_3,2024-04-08,MV Sriwijaya,Tanjungbalai,24359,2024-04-09,2024-04-15,On Schedule
SHP00253-1,MINE_1,2024-04-08,MV Kalimantan Jaya,Surabaya,15504,2024-04-08,2024-04-15,Delayed
SHP00254-1,MINE_1,2024-04-15,MV Kalimantan Jaya,Banjarmasin,21773,2024-04-18,2024-04-21,Delayed
SHP00782-3,MINE_3,2024-04-15,MV Sumatra Raya,Belawan,20057,2024-04-17,2024-04-22,On Schedule
SHP01118-5,MINE_5,2024-04-15,MV Sungai Barito,Tarakan,26181,2024-04-17,2024-04-18,On Schedule
SHP00542-2,MINE_2,2024-04-15,MV Borneo Star,Samarinda,33949,2024-04-16,2024-04-18,On Schedule
SHP00974-4,MINE_4,2024-04-15,MV Kalimantan Jaya,Surabaya,26064,2024-04-18,2024-04-24,Pending
SHP00543-2,MINE_2,2024-04-22,MV Borneo Star,Balikpapan,39565,2024-04-26,2024-04-27,On Schedule
SHP00783-3,MINE_3,2024-04-22,MV Sumatra Raya,Belawan,26996,2024-04-24,2024-04-28,On Schedule
SHP00975-4,MINE_4,2024-04-22,MV Nusantara 01,Surabaya,37010,2024-04-27,2024-05-02,On Schedule
SHP00255-1,MINE_1,2024-04-22,MV Nusantara 01,Surabaya,18306,2024-04-24,2024-04-29,Delayed
SHP01119-5,MINE_5,2024-04-22,MV Kapuas Indah,Tarakan,38675,2024-04-22,2024-04-25,On Schedule
SHP00544-2,MINE_2,2024-05-01,MV Nusantara 01,Balikpapan,31633,2024-05-01,2024-05-02,On Schedule
SHP00784-3,MINE_3,2024-05-01,MV Sumatra Raya,Belawan,26763,2024-05-06,2024-05-10,On Schedule
SHP01120-5,MINE_5,2024-05-01,MV Sungai Barito,Tarakan,17618,2024-05-04,2024-05-05,On Schedule
SHP00256-1,MINE_1,2024-05-01,MV Kalimantan Jaya,Banjarmasin,17972,2024-05-04,2024-05-06,On Schedule
SHP00976-4,MINE_4,2024-05-01,MV Nusantara 01,Samarinda,30935,2024-05-03,2024-05-04,Delayed
SHP00977-4,MINE_4,2024-05-08,MV Borneo Star,Samarinda,35029,2024-05-12,2024-05-14,On Schedule
SHP01121-5,MINE_5,2024-05-08,MV Kapuas Indah,Tarakan,15053,2024-05-12,2024-05-15,On Schedule
SHP00785-3,MINE_3,2024-05-08,MV Sumatra Raya,Belawan,15954,2024-05-08,2024-05-15,Delayed
SHP00257-1,MINE_1,2024-05-08,MV Borneo Star,Surabaya,27682,2024-05-09,2024-05-15,On Schedule
SHP00545-2,MINE_2,2024-05-08,MV Kalimantan Jaya,Balikpapan,21539,2024-05-09,2024-05-11,On Schedule
SHP00978-4,MINE_4,2024-05-15,MV Nusantara 01,Surabaya,31767,2024-05-20,2024-05-23,On Schedule
SHP01122-5,MINE_5,2024-05-15,MV Sungai Barito,Tarakan,27226,2024-05-17,2024-05-19,On Schedule
SHP00258-1,MINE_1,2024-05-15,MV Kalimantan Jaya,Surabaya,27180,2024-05-19,2024-05-25,On Schedule
SHP00786-3,MINE_3,2024-05-15,MV Sriwijaya,Belawan,34430,2024-05-18,2024-05-22,Delayed
SHP00546-2,MINE_2,2024-05-15,MV Nusantara 01,Balikpapan,35324,2024-05-20,2024-05-22,Delayed
SHP01123-5,MINE_5,2024-05-22,MV Sungai Barito,Makassar,21718,2024-05-22,2024-05-29,On Schedule
SHP00787-3,MINE_3,2024-05-22,MV Sriwijaya,Belawan,34259,2024-05-24,2024-05-31,On Schedule
SHP00547-2,MINE_2,2024-05-22,MV Borneo Star,Balikpapan,17103,2024-05-27,2024-05-28,On Schedule
SHP00979-4,MINE_4,2024-05-22,MV Nusantara 01,Samarinda,37417,2024-05-26,2024-05-28,Delayed
SHP00259-1,MINE_1,2024-05-22,MV Nusantara 01,Banjarmasin,27031,2024-05-27,2024-05-28,Pending
SHP00548-2,MINE_2,2024-06-01,MV Nusantara 01,Balikpapan,15956,2024-06-04,2024-06-07,Delayed
SHP00260-1,MINE_1,2024-06-01,MV Kalimantan Jaya,Surabaya,38386,2024-06-03,2024-06-10,On Schedule
SHP01124-5,MINE_5,2024-06-01,MV Sungai Barito,Makassar,17850,2024-06-05,2024-06-12,On Schedule
SHP00980-4,MINE_4,2024-06-01,MV Nusantara 01,Samarinda,29282,2024-06-03,2024-06-05,On Schedule
SHP00788-3,MINE_3,2024-06-01,MV Sumatra Raya,Tanjungbalai,29933,2024-06-05,2024-06-10,On Schedule
SHP00261-1,MINE_1,2024-06-08,MV Borneo Star,Surabaya,32375,2024-06-09,2024-06-12,On Schedule
SHP01125-5,MINE_5,2024-06-08,MV Sungai Barito,Tarakan,26618,2024-06-10,2024-06-12,Pending
SHP00981-4,MINE_4,2024-06-08,MV Kalimantan Jaya,Samarinda,25776,2024-06-12,2024-06-14,On Schedule
SHP00549-2,MINE_2,2024-06-08,MV Kalimantan Jaya,Samarinda,18521,2024-06-10,2024-06-13,Delayed
SHP00789-3,MINE_3,2024-06-08,MV Sriwijaya,Belawan,26094,2024-06-11,2024-06-16,Pending
SHP01126-5,MINE_5,2024-06-15,MV Kapuas Indah,Makassar,18262,2024-06-18,2024-06-25,On Schedule
SHP00262-1,MINE_1,2024-06-15,MV Nusantara 01,Banjarmasin,29211,2024-06-18,2024-06-20,Delayed
SHP00550-2,MINE_2,2024-06-15,MV Borneo Star,Balikpapan,29026,2024-06-20,2024-06-21,Pending
SHP00982-4,MINE_4,2024-06-15,MV Kalimantan Jaya,Surabaya,22031,2024-06-17,2024-06-21,Pending
SHP00790-3,MINE_3,2024-06-15,MV Sriwijaya,Tanjungbalai,15570,2024-06-19,2024-06-22,On Schedule
SHP01127-5,MINE_5,2024-06-22,MV Sungai Barito,Makassar,21982,2024-06-23,2024-06-28,On Schedule
SHP00551-2,MINE_2,2024-06-22,MV Nusantara 01,Balikpapan,24941,2024-06-25,2024-06-27,On Schedule
SHP00791-3,MINE_3,2024-06-22,MV Sriwijaya,Belawan,26667,2024-06-27,2024-07-01,On Schedule
SHP00983-4,MINE_4,2024-06-22,MV Kalimantan Jaya,Samarinda,31590,2024-06-24,2024-06-27,Delayed
SHP00263-1,MINE_1,2024-06-22,MV Borneo Star,Surabaya,22323,2024-06-27,2024-07-02,On Schedule
SHP00792-3,MINE_3,2024-07-01,MV Sumatra Raya,Belawan,34173,2024-07-05,2024-07-09,On Schedule
SHP00984-4,MINE_4,2024-07-01,MV Borneo Star,Surabaya,37439,2024-07-03,2024-07-09,On Schedule
SHP00552-2,MINE_2,2024-07-01,MV Kalimantan Jaya,Balikpapan,36119,2024-07-02,2024-07-04,On Schedule
SHP01128-5,MINE_5,2024-07-01,MV Sungai Barito,Makassar,33950,2024-07-06,2024-07-11,On Schedule
SHP00264-1,MINE_1,2024-07-01,MV Nusantara 01,Banjarmasin,22382,2024-07-03,2024-07-04,On Schedule
SHP01129-5,MINE_5,2024-07-08,MV Sungai Barito,Tarakan,33643,2024-07-10,2024-07-13,On Schedule
SHP00553-2,MINE_2,2024-07-08,MV Kalimantan Jaya,Samarinda,24076,2024-07-08,2024-07-11,On Schedule
SHP00793-3,MINE_3,2024-07-08,MV Sumatra Raya,Tanjungbalai,28232,2024-07-12,2024-07-18,On Schedule
SHP00985-4,MINE_4,2024-07-08,MV Borneo Star,Surabaya,35973,2024-07-12,2024-07-17,On Schedule
SHP00265-1,MINE_1,2024-07-08,MV Borneo Star,Banjarmasin,29113,2024-07-11,2024-07-13,On Schedule
SHP00266-1,MINE_1,2024-07-15,MV Borneo Star,Surabaya,28070,2024-07-16,2024-07-22,On Schedule
SHP00554-2,MINE_2,2024-07-15,MV Nusantara 01,Samarinda,29119,2024-07-20,2024-07-21,On Schedule
SHP00794-3,MINE_3,2024-07-15,MV Sumatra Raya,Tanjungbalai,15861,2024-07-17,2024-07-24,On Schedule
SHP00986-4,MINE_4,2024-07-15,MV Borneo Star,Samarinda,38971,2024-07-18,2024-07-19,On Schedule
SHP01130-5,MINE_5,2024-07-15,MV Kapuas Indah,Makassar,26349,2024-07-19,2024-07-23,Delayed
SHP00795-3,MINE_3,2024-07-22,MV Sumatra Raya,Tanjungbalai,38926,2024-07-27,2024-07-31,Delayed
SHP00267-1,MINE_1,2024-07-22,MV Borneo Star,Surabaya,29527,2024-07-27,2024-08-03,On Schedule
SHP00555-2,MINE_2,2024-07-22,MV Borneo Star,Balikpapan,20462,2024-07-24,2024-07-26,On Schedule
SHP00987-4,MINE_4,2024-07-22,MV Nusantara 01,Samarinda,25345,2024-07-23,2024-07-24,On Schedule
SHP01131-5,MINE_5,2024-07-22,MV Kapuas Indah,Tarakan,20208,2024-07-27,2024-07-28,On Schedule
SHP01132-5,MINE_5,2024-08-01,MV Sungai Barito,Makassar,24486,2024-08-01,2024-08-05,On Schedule
SHP00556-2,MINE_2,2024-08-01,MV Nusantara 01,Samarinda,18103,2024-08-05,2024-08-06,Delayed
SHP00988-4,MINE_4,2024-08-01,MV Borneo Star,Samarinda,32228,2024-08-05,2024-08-07,Delayed
SHP00796-3,MINE_3,2024-08-01,MV Sriwijaya,Tanjungbalai,21587,2024-08-04,2024-08-09,On Schedule
SHP00268-1,MINE_1,2024-08-01,MV Nusantara 01,Surabaya,15186,2024-08-02,2024-08-08,Delayed
SHP00797-3,MINE_3,2024-08-08,MV Sumatra Raya,Tanjungbalai,17032,2024-08-12,2024-08-19,On Schedule
SHP00989-4,MINE_4,2024-08-08,MV Nusantara 01,Samarinda,15269,2024-08-08,2024-08-10,On Schedule
SHP01133-5,MINE_5,2024-08-08,MV Kapuas Indah,Makassar,16695,2024-08-08,2024-08-15,On Schedule
SHP00269-1,MINE_1,2024-08-08,MV Nusantara 01,Surabaya,24949,2024-08-11,2024-08-18,Delayed
SHP00557-2,MINE_2,2024-08-08,MV Nusantara 01,Samarinda,15719,2024-08-13,2024-08-15,On Schedule
SHP00558-2,MINE_2,2024-08-15,MV Kalimantan Jaya,Balikpapan,26874,2024-08-20,2024-08-21,Pending
SHP00798-3,MINE_3,2024-08-15,MV Sumatra Raya,Belawan,24018,2024-08-18,2024-08-21,Delayed
SHP00270-1,MINE_1,2024-08-15,MV Nusantara 01,Banjarmasin,19820,2024-08-20,2024-08-21,Delayed
SHP00990-4,MINE_4,2024-08-15,MV Nusantara 01,Samarinda,30916,2024-08-20,2024-08-21,Delayed
SHP01134-5,MINE_5,2024-08-15,MV Kapuas Indah,Tarakan,15336,2024-08-18,2024-08-19,On Schedule
SHP00799-3,MINE_3,2024-08-22,MV Sriwijaya,Belawan,31279,2024-08-26,2024-08-29,On Schedule
SHP01135-5,MINE_5,2024-08-22,MV Kapuas Indah,Tarakan,26949,2024-08-26,2024-08-29,On Schedule
SHP00271-1,MINE_1,2024-08-22,MV Nusantara 01,Surabaya,39486,2024-08-24,2024-08-31,On Schedule
SHP00991-4,MINE_4,2024-08-22,MV Kalimantan Jaya,Samarinda,15721,2024-08-23,2024-08-25,On Schedule
SHP00559-2,MINE_2,2024-08-22,MV Borneo Star,Samarinda,16756,2024-08-26,2024-08-28,Delayed
SHP00560-2,MINE_2,2024-09-01,MV Borneo Star,Samarinda,29996,2024-09-03,2024-09-04,On Schedule
SHP00272-1,MINE_1,2024-09-01,MV Kalimantan Jaya,Surabaya,31526,2024-09-03,2024-09-09,Pending
SHP00800-3,MINE_3,2024-09-01,MV Sumatra Raya,Tanjungbalai,38453,2024-09-05,2024-09-11,On Schedule
SHP00992-4,MINE_4,2024-09-01,MV Kalimantan Jaya,Surabaya,17786,2024-09-01,2024-09-07,Delayed
SHP01136-5,MINE_5,2024-09-01,MV Kapuas Indah,Tarakan,34692,2024-09-04,2024-09-05,On Schedule
SHP00801-3,MINE_3,2024-09-08,MV Sriwijaya,Tanjungbalai,18303,2024-09-10,2024-09-16,On Schedule
SHP00993-4,MINE_4,2024-09-08,MV Nusantara 01,Samarinda,37800,2024-09-10,2024-09-13,On Schedule
SHP00273-1,MINE_1,2024-09-08,MV Borneo Star,Banjarmasin,39999,2024-09-12,2024-09-13,Pending
SHP00561-2,MINE_2,2024-09-08,MV Borneo Star,Balikpapan,39484,2024-09-09,2024-09-11,Delayed
SHP01137-5,MINE_5,2024-09-08,MV Sungai Barito,Makassar,35706,2024-09-08,2024-09-11,On Schedule
SHP00274-1,MINE_1,2024-09-15,MV Kalimantan Jaya,Banjarmasin,27391,2024-09-17,2024-09-19,Pending
SHP01138-5,MINE_5,2024-09-15,MV Kapuas Indah,Tarakan,26410,2024-09-15,2024-09-17,On Schedule
SHP00994-4,MINE_4,2024-09-15,MV Borneo Star,Surabaya,38795,2024-09-19,2024-09-24,Delayed
SHP00562-2,MINE_2,2024-09-15,MV Borneo Star,Samarinda,15307,2024-09-17,2024-09-19,On Schedule
SHP00802-3,MINE_3,2024-09-15,MV Sriwijaya,Belawan,32901,2024-09-18,2024-09-24,Delayed
SHP01139-5,MINE_5,2024-09-22,MV Kapuas Indah,Tarakan,19891,2024-09-27,2024-09-30,On Schedule
SHP00995-4,MINE_4,2024-09-22,MV Borneo Star,Surabaya,28255,2024-09-22,2024-09-28,Pending
SHP00803-3,MINE_3,2024-09-22,MV Sumatra Raya,Tanjungbalai,26151,2024-09-27,2024-10-03,Delayed
SHP00563-2,MINE_2,2024-09-22,MV Nusantara 01,Balikpapan,22678,2024-09-27,2024-09-28,On Schedule
SHP00275-1,MINE_1,2024-09-22,MV Borneo Star,Surabaya,32480,2024-09-27,2024-10-01,Delayed
SHP00276-1,MINE_1,2024-10-01,MV Borneo Star,Banjarmasin,36698,2024-10-03,2024-10-04,Delayed
SHP01140-5,MINE_5,2024-10-01,MV Kapuas Indah,Tarakan,26956,2024-10-03,2024-10-04,On Schedule
SHP00564-2,MINE_2,2024-10-01,MV Nusantara 01,Balikpapan,38683,2024-10-02,2024-10-05,On Schedule
SHP00804-3,MINE_3,2024-10-01,MV Sriwijaya,Tanjungbalai,19765,2024-10-01,2024-10-04,Pending
SHP00996-4,MINE_4,2024-10-01,MV Kalimantan Jaya,Samarinda,15627,2024-10-04,2024-10-05,On Schedule
SHP01141-5,MINE_5,2024-10-08,MV Kapuas Indah,Tarakan,20884,2024-10-08,2024-10-10,On Schedule
SHP00277-1,MINE_1,2024-10-08,MV Borneo Star,Surabaya,24175,2024-10-11,2024-10-14,On Schedule
SHP00997-4,MINE_4,2024-10-08,MV Kalimantan Jaya,Surabaya,22279,2024-10-08,2024-10-13,On Schedule
SHP00805-3,MINE_3,2024-10-08,MV Sriwijaya,Tanjungbalai,27948,2024-10-10,2024-10-14,Delayed
SHP00565-2,MINE_2,2024-10-08,MV Borneo Star,Balikpapan,25377,2024-10-10,2024-10-12,On Schedule
SHP00806-3,MINE_3,2024-10-15,MV Sriwijaya,Tanjungbalai,35671,2024-10-17,2024-10-24,On Schedule
SHP01142-5,MINE_5,2024-10-15,MV Sungai Barito,Tarakan,16260,2024-10-19,2024-10-22,On Schedule
SHP00998-4,MINE_4,2024-10-15,MV Kalimantan Jaya,Samarinda,39000,2024-10-17,2024-10-19,On Schedule
SHP00566-2,MINE_2,2024-10-15,MV Nusantara 01,Balikpapan,16625,2024-10-17,2024-10-20,Delayed
SHP00278-1,MINE_1,2024-10-15,MV Nusantara 01,Surabaya,23923,2024-10-19,2024-10-26,Pending
