effcap_id,plan_id,mine_id,equipment_id,equipment_type,week_start,road_condition,weather_condition,availability_pct,effective_capacity_ton_day,remark
EFC00670-1,PLAN0231-1,MINE_1,EQ027-1,Excavator,2023-10-15,Fair,Mendung,72,196.98,Optimal
EFC00671-5,PLAN0039-5,MINE_5,EQ034-5,Excavator,2023-10-15,Good,Mendung,79,273.81,Optimal
EFC00672-4,PLAN0087-4,MINE_4,EQ026-4,Excavator,2023-10-15,Fair,Mendung,94,213.45,Optimal
EFC00673-3,PLAN0135-3,MINE_3,EQ031-3,Loader,2023-10-15,Good,Mendung,83,50.75,Optimal
EFC00674-2,PLAN0183-2,MINE_2,EQ024-2,Loader,2023-10-15,Fair,Mendung,83,48.87,Optimal
EFC00675-5,PLAN0040-5,MINE_5,EQ034-5,Excavator,2023-10-22,Good,Mendung,79,231.32,Optimal
EFC00676-4,PLAN0088-4,MINE_4,EQ003-4,Dump Truck,2023-10-22,Good,Berawan,96,1375.5,Optimal
EFC00677-1,PLAN0232-1,MINE_1,EQ020-1,Excavator,2023-10-22,Fair,Mendung,98,5.25,Optimal
EFC00678-2,PLAN0184-2,MINE_2,EQ001-2,Loader,2023-10-22,Fair,Mendung,82,69.16,Optimal
EFC00679-3,PLAN0136-3,MINE_3,EQ021-3,Excavator,2023-10-22,Fair,Hujan lebat,87,158.77,Severe Weather Impact
EFC00680-4,PLAN0089-4,MINE_4,EQ010-4,Dump Truck,2023-11-01,Good,Mendung,85,1453.11,Optimal
EFC00681-3,PLAN0137-3,MINE_3,EQ046-3,Dump Truck,2023-11-01,Fair,Mendung,88,1400.3,Optimal
EFC00682-1,PLAN0233-1,MINE_1,EQ014-1,Excavator,2023-11-01,Good,Mendung,86,7.17,Optimal
EFC00683-2,PLAN0185-2,MINE_2,EQ018-2,Excavator,2023-11-01,Good,Mendung,89,29.1,Optimal
EFC00684-5,PLAN0041-5,MINE_5,EQ044-5,Loader,2023-11-01,Good,Berawan,92,36.65,Optimal
EFC00685-2,PLAN0186-2,MINE_2,EQ019-2,Dump Truck,2023-11-08,Good,Mendung,75,998.31,Optimal
EFC00686-1,PLAN0234-1,MINE_1,EQ007-1,Dump Truck,2023-11-08,Fair,Mendung,93,1441.15,Optimal
EFC00687-4,PLAN0090-4,MINE_4,EQ026-4,Excavator,2023-11-08,Good,Mendung,92,219.75,Optimal
EFC00688-3,PLAN0138-3,MINE_3,EQ031-3,Loader,2023-11-08,Good,Mendung,93,59.56,Optimal
EFC00689-5,PLAN0042-5,MINE_5,EQ012-5,Excavator,2023-11-08,Good,Berawan,97,28.67,Optimal
EFC00690-1,PLAN0235-1,MINE_1,EQ014-1,Excavator,2023-11-15,Good,Mendung,78,5.98,Optimal
EFC00691-2,PLAN0187-2,MINE_2,EQ001-2,Loader,2023-11-15,Good,Mendung,81,77.02,Optimal
EFC00692-3,PLAN0139-3,MINE_3,EQ021-3,Excavator,2023-11-15,Fair,Mendung,73,169.58,Optimal
EFC00693-5,PLAN0043-5,MINE_5,EQ012-5,Excavator,2023-11-15,Good,Mendung,87,32.25,Optimal
EFC00694-4,PLAN0091-4,MINE_4,EQ010-4,Dump Truck,2023-11-15,Good,Mendung,90,1528.7,Optimal
EFC00695-5,PLAN0044-5,MINE_5,EQ002-5,Dump Truck,2023-11-22,Good,Mendung,89,1039.21,Optimal
EFC00696-4,PLAN0092-4,MINE_4,EQ036-4,Loader,2023-11-22,Good,Mendung,76,85.42,Optimal
EFC00697-1,PLAN0236-1,MINE_1,EQ027-1,Excavator,2023-11-22,Good,Mendung,77,190.53,Optimal
EFC00698-3,PLAN0140-3,MINE_3,EQ039-3,Excavator,2023-11-22,Good,Mendung,82,48.76,Optimal
EFC00699-2,PLAN0188-2,MINE_2,EQ042-2,Dump Truck,2023-11-22,Good,Mendung,93,1993.81,Optimal
EFC00700-2,PLAN0189-2,MINE_2,EQ024-2,Loader,2023-12-01,Good,Mendung,82,66.98,Optimal
EFC00701-1,PLAN0237-1,MINE_1,EQ038-1,Loader,2023-12-01,Fair,Mendung,89,53.89,Optimal
EFC00702-5,PLAN0045-5,MINE_5,EQ044-5,Loader,2023-12-01,Good,Mendung,97,39.74,Optimal
EFC00703-3,PLAN0141-3,MINE_3,EQ046-3,Dump Truck,2023-12-01,Fair,Mendung,97,1227.33,Optimal
EFC00704-4,PLAN0093-4,MINE_4,EQ013-4,Dump Truck,2023-12-01,Good,Mendung,97,1122.13,Optimal
EFC00705-2,PLAN0190-2,MINE_2,EQ018-2,Excavator,2023-12-08,Fair,Mendung,92,32.26,Optimal
EFC00706-1,PLAN0238-1,MINE_1,EQ022-1,Excavator,2023-12-08,Good,Mendung,78,58.3,Optimal
EFC00707-4,PLAN0094-4,MINE_4,EQ013-4,Dump Truck,2023-12-08,Good,Mendung,86,1170.69,Optimal
EFC00708-5,PLAN0046-5,MINE_5,EQ035-5,Loader,2023-12-08,Good,Mendung,70,36.74,Optimal
EFC00709-3,PLAN0142-3,MINE_3,EQ046-3,Dump Truck,2023-12-08,Good,Mendung,86,1365.73,Optimal
EFC00710-3,PLAN0143-3,MINE_3,EQ031-3,Loader,2023-12-15,Fair,Mendung,94,46.77,Optimal
EFC00711-5,PLAN0047-5,MINE_5,EQ012-5,Excavator,2023-12-15,Fair,Mendung,99,31.01,Optimal
EFC00712-4,PLAN0095-4,MINE_4,EQ036-4,Loader,2023-12-15,Good,Mendung,81,75.6,Optimal
EFC00713-1,PLAN0239-1,MINE_1,EQ027-1,Excavator,2023-12-15,Fair,Mendung,74,253.64,Optimal
EFC00714-2,PLAN0191-2,MINE_2,EQ004-2,Dump Truck,2023-12-15,Good,Mendung,83,1332.13,Optimal
EFC00715-5,PLAN0048-5,MINE_5,EQ012-5,Excavator,2023-12-22,Fair,Mendung,70,20.54,Optimal
EFC00716-1,PLAN0240-1,MINE_1,EQ016-1,Dump Truck,2023-12-22,Good,Mendung,72,1416.07,Optimal
EFC00717-3,PLAN0144-3,MINE_3,EQ021-3,Excavator,2023-12-22,Good,Mendung,76,258.88,Optimal
EFC00718-2,PLAN0192-2,MINE_2,EQ042-2,Dump Truck,2023-12-22,Good,Mendung,86,1955.68,Optimal
EFC00719-4,PLAN0096-4,MINE_4,EQ003-4,Dump Truck,2023-12-22,Good,Mendung,77,1082.17,Optimal
EFC00720-3,PLAN0145-3,MINE_3,EQ021-3,Excavator,2024-01-01,Fair,Mendung,89,245.25,Optimal
EFC00721-2,PLAN0193-2,MINE_2,EQ001-2,Loader,2024-01-01,Good,Mendung,90,111.51,Optimal
EFC00722-5,PLAN0049-5,MINE_5,EQ002-5,Dump Truck,2024-01-01,Fair,Mendung,73,779.73,Optimal
EFC00723-1,PLAN0241-1,MINE_1,EQ005-1,Dump Truck,2024-01-01,Good,Mendung,93,1287.71,Optimal
EFC00724-4,PLAN0097-4,MINE_4,EQ036-4,Loader,2024-01-01,Fair,Mendung,84,97.21,Optimal
EFC00725-4,PLAN0098-4,MINE_4,EQ010-4,Dump Truck,2024-01-08,Fair,Mendung,79,1318.38,Optimal
EFC00726-1,PLAN0242-1,MINE_1,EQ038-1,Loader,2024-01-08,Good,Mendung,99,99.42,Optimal
EFC00727-2,PLAN0194-2,MINE_2,EQ004-2,Dump Truck,2024-01-08,Fair,Mendung,70,1206.45,Optimal
EFC00728-5,PLAN0050-5,MINE_5,EQ034-5,Excavator,2024-01-08,Fair,Mendung,93,225.57,Optimal
EFC00729-3,PLAN0146-3,MINE_3,EQ039-3,Excavator,2024-01-08,Fair,Mendung,79,34.42,Optimal
EFC00730-3,PLAN0147-3,MINE_3,EQ039-3,Excavator,2024-01-15,Fair,Mendung,84,48.2,Optimal
EFC00731-1,PLAN0243-1,MINE_1,EQ022-1,Excavator,2024-01-15,Fair,Mendung,78,50.79,Optimal
EFC00732-5,PLAN0051-5,MINE_5,EQ044-5,Loader,2024-01-15,Good,Mendung,82,35.09,Optimal
EFC00733-2,PLAN0195-2,MINE_2,EQ001-2,Loader,2024-01-15,Good,Mendung,81,97.42,Optimal
EFC00734-4,PLAN0099-4,MINE_4,EQ003-4,Dump Truck,2024-01-15,Fair,Mendung,84,1246.45,Optimal
EFC00735-4,PLAN0100-4,MINE_4,EQ010-4,Dump Truck,2024-01-22,Good,Mendung,88,1696.39,Optimal
EFC00736-3,PLAN0148-3,MINE_3,EQ009-3,Loader,2024-01-22,Good,Mendung,89,17.31,Optimal
EFC00737-1,PLAN0244-1,MINE_1,EQ017-1,Loader,2024-01-22,Good,Mendung,87,27.31,Optimal
EFC00738-2,PLAN0196-2,MINE_2,EQ049-2,Loader,2024-01-22,Fair,Mendung,71,28.03,Optimal
EFC00739-5,PLAN0052-5,MINE_5,EQ012-5,Excavator,2024-01-22,Good,Mendung,93,31.07,Optimal
EFC00740-4,PLAN0101-4,MINE_4,EQ036-4,Loader,2024-02-01,Fair,Mendung,76,84.44,Optimal
EFC00741-1,PLAN0245-1,MINE_1,EQ047-1,Excavator,2024-02-01,Good,Mendung,96,287.03,Optimal
EFC00742-3,PLAN0149-3,MINE_3,EQ009-3,Loader,2024-02-01,Good,Hujan ringan,77,14.71,Moderate Weather Impact
EFC00743-2,PLAN0197-2,MINE_2,EQ042-2,Dump Truck,2024-02-01,Good,Mendung,74,1285.79,Optimal
EFC00744-5,PLAN0053-5,MINE_5,EQ012-5,Excavator,2024-02-01,Good,Mendung,72,20.76,Optimal
EFC00745-3,PLAN0150-3,MINE_3,EQ009-3,Loader,2024-02-08,Good,Mendung,86,23.41,Optimal
EFC00746-2,PLAN0198-2,MINE_2,EQ025-2,Excavator,2024-02-08,Good,Mendung,91,334.42,Optimal
EFC00747-4,PLAN0102-4,MINE_4,EQ036-4,Loader,2024-02-08,Fair,Mendung,70,64.16,Optimal
EFC00748-5,PLAN0054-5,MINE_5,EQ012-5,Excavator,2024-02-08,Fair,Mendung,88,24.61,Optimal
EFC00749-1,PLAN0246-1,MINE_1,EQ041-1,Loader,2024-02-08,Fair,Mendung,85,26.69,Optimal
EFC00750-4,PLAN0103-4,MINE_4,EQ010-4,Dump Truck,2024-02-15,Good,Mendung,89,1201.7,Optimal
EFC00751-3,PLAN0151-3,MINE_3,EQ009-3,Loader,2024-02-15,Fair,Mendung,81,14.64,Optimal
EFC00752-2,PLAN0199-2,MINE_2,EQ019-2,Dump Truck,2024-02-15,Good,Berawan,87,884.78,Optimal
EFC00753-5,PLAN0055-5,MINE_5,EQ012-5,Excavator,2024-02-15,Fair,Mendung,83,27.39,Optimal
EFC00754-1,PLAN0247-1,MINE_1,EQ030-1,Excavator,2024-02-15,Fair,Mendung,94,215.7,Optimal
EFC00755-1,PLAN0248-1,MINE_1,EQ020-1,Excavator,2024-02-22,Good,Mendung,70,5.8,Optimal
EFC00756-4,PLAN0104-4,MINE_4,EQ026-4,Excavator,2024-02-22,Good,Berawan,87,166.99,Optimal
EFC00757-2,PLAN0200-2,MINE_2,EQ025-2,Excavator,2024-02-22,Good,Berawan,77,202.23,Optimal
EFC00758-3,PLAN0152-3,MINE_3,EQ009-3,Loader,2024-02-22,Good,Mendung,78,18.3,Optimal
EFC00759-5,PLAN0056-5,MINE_5,EQ012-5,Excavator,2024-02-22,Good,Mendung,70,24.47,Optimal
EFC00760-4,PLAN0105-4,MINE_4,EQ026-4,Excavator,2024-03-01,Good,Mendung,90,200.64,Optimal
EFC00761-5,PLAN0057-5,MINE_5,EQ008-5,Loader,2024-03-01,Good,Mendung,88,60.11,Optimal
EFC00762-2,PLAN0201-2,MINE_2,EQ019-2,Dump Truck,2024-03-01,Good,Mendung,72,679.9,Optimal
EFC00763-3,PLAN0153-3,MINE_3,EQ031-3,Loader,2024-03-01,Good,Mendung,79,42.78,Optimal
EFC00764-1,PLAN0249-1,MINE_1,EQ016-1,Dump Truck,2024-03-01,Good,Mendung,99,1467.45,Optimal
EFC00765-4,PLAN0106-4,MINE_4,EQ026-4,Excavator,2024-03-08,Good,Mendung,90,212.2,Optimal
EFC00766-1,PLAN0250-1,MINE_1,EQ038-1,Loader,2024-03-08,Good,Mendung,72,50.89,Optimal
EFC00767-5,PLAN0058-5,MINE_5,EQ012-5,Excavator,2024-03-08,Fair,Mendung,73,16.75,Optimal
EFC00768-3,PLAN0154-3,MINE_3,EQ031-3,Loader,2024-03-08,Fair,Mendung,78,47.26,Optimal
EFC00769-2,PLAN0202-2,MINE_2,EQ028-2,Loader,2024-03-08,Fair,Mendung,75,17.27,Optimal
EFC00770-4,PLAN0107-4,MINE_4,EQ013-4,Dump Truck,2024-03-15,Good,Mendung,95,1066.16,Optimal
EFC00771-1,PLAN0251-1,MINE_1,EQ011-1,Loader,2024-03-15,Good,Mendung,73,26.22,Optimal
EFC00772-2,PLAN0203-2,MINE_2,EQ024-2,Loader,2024-03-15,Good,Mendung,88,52.4,Optimal
EFC00773-5,PLAN0059-5,MINE_5,EQ034-5,Excavator,2024-03-15,Good,Mendung,76,236.32,Optimal
EFC00774-3,PLAN0155-3,MINE_3,EQ021-3,Excavator,2024-03-15,Fair,Mendung,81,236.86,Optimal
EFC00775-1,PLAN0252-1,MINE_1,EQ023-1,Excavator,2024-03-22,Fair,Mendung,71,53.25,Optimal
EFC00776-2,PLAN0204-2,MINE_2,EQ028-2,Loader,2024-03-22,Good,Mendung,79,21.06,Optimal
EFC00777-5,PLAN0060-5,MINE_5,EQ012-5,Excavator,2024-03-22,Good,Mendung,92,27.34,Optimal
EFC00778-3,PLAN0156-3,MINE_3,EQ021-3,Excavator,2024-03-22,Fair,Mendung,83,293.9,Optimal
EFC00779-4,PLAN0108-4,MINE_4,EQ003-4,Dump Truck,2024-03-22,Good,Mendung,76,1021.31,Optimal
EFC00780-3,PLAN0157-3,MINE_3,EQ009-3,Loader,2024-04-01,Good,Mendung,81,18.68,Optimal
EFC00781-1,PLAN0253-1,MINE_1,EQ043-1,Excavator,2024-04-01,Good,Mendung,82,40.51,Optimal
EFC00782-4,PLAN0109-4,MINE_4,EQ026-4,Excavator,2024-04-01,Good,Mendung,86,212.48,Optimal
EFC00783-2,PLAN0205-2,MINE_2,EQ004-2,Dump Truck,2024-04-01,Fair,Mendung,74,1279.88,Optimal
EFC00784-5,PLAN0061-5,MINE_5,EQ044-5,Loader,2024-04-01,Good,Mendung,74,28.5,Optimal
EFC00785-4,PLAN0110-4,MINE_4,EQ003-4,Dump Truck,2024-04-08,Good,Hujan lebat,92,1342.88,Severe Weather Impact
EFC00786-5,PLAN0062-5,MINE_5,EQ034-5,Excavator,2024-04-08,Good,Mendung,73,285.52,Optimal
EFC00787-2,PLAN0206-2,MINE_2,EQ018-2,Excavator,2024-04-08,Good,Hujan lebat,99,26.02,Severe Weather Impact
EFC00788-3,PLAN0158-3,MINE_3,EQ039-3,Excavator,2024-04-08,Fair,Mendung,74,48.63,Optimal
EFC00789-1,PLAN0254-1,MINE_1,EQ030-1,Excavator,2024-04-08,Good,Mendung,80,197.62,Optimal
EFC00790-1,PLAN0255-1,MINE_1,EQ020-1,Excavator,2024-04-15,Good,Mendung,90,7.22,Optimal
EFC00791-3,PLAN0159-3,MINE_3,EQ031-3,Loader,2024-04-15,Good,Mendung,88,47.55,Optimal
EFC00792-5,PLAN0063-5,MINE_5,EQ044-5,Loader,2024-04-15,Good,Berawan,97,33.94,Optimal
EFC00793-2,PLAN0207-2,MINE_2,EQ040-2,Dump Truck,2024-04-15,Good,Mendung,94,1022.42,Optimal
EFC00794-4,PLAN0111-4,MINE_4,EQ026-4,Excavator,2024-04-15,Good,Berawan,70,170.51,Optimal
EFC00795-2,PLAN0208-2,MINE_2,EQ025-2,Excavator,2024-04-22,Good,Mendung,97,373.25,Optimal
EFC00796-3,PLAN0160-3,MINE_3,EQ009-3,Loader,2024-04-22,Fair,Mendung,94,15.92,Optimal
EFC00797-4,PLAN0112-4,MINE_4,EQ026-4,Excavator,2024-04-22,Good,Mendung,90,218.95,Optimal
EFC00798-1,PLAN0256-1,MINE_1,EQ022-1,Excavator,2024-04-22,Good,Mendung,88,53.28,Optimal
EFC00799-5,PLAN0064-5,MINE_5,EQ012-5,Excavator,2024-04-22,Good,Mendung,83,22.05,Optimal
EFC00800-2,PLAN0209-2,MINE_2,EQ028-2,Loader,2024-05-01,Good,Mendung,94,27.02,Optimal
EFC00801-3,PLAN0161-3,MINE_3,EQ021-3,Excavator,2024-05-01,Good,Mendung,97,290.05,Optimal
EFC00802-5,PLAN0065-5,MINE_5,EQ035-5,Loader,2024-05-01,Good,Mendung,81,52.03,Optimal
EFC00803-1,PLAN0257-1,MINE_1,EQ045-1,Excavator,2024-05-01,Fair,Mendung,91,7.69,Optimal
EFC00804-4,PLAN0113-4,MINE_4,EQ003-4,Dump Truck,2024-05-01,Fair,Mendung,89,1354.62,Optimal
EFC00805-4,PLAN0114-4,MINE_4,EQ013-4,Dump Truck,2024-05-08,Good,Mendung,95,854.72,Optimal
EFC00806-5,PLAN0066-5,MINE_5,EQ034-5,Excavator,2024-05-08,Good,Mendung,78,251.51,Optimal
EFC00807-3,PLAN0162-3,MINE_3,EQ039-3,Excavator,2024-05-08,Fair,Mendung,84,45.95,Optimal
EFC00808-1,PLAN0258-1,MINE_1,EQ032-1,Loader,2024-05-08,Fair,Mendung,84,28.53,Optimal
EFC00809-2,PLAN0210-2,MINE_2,EQ040-2,Dump Truck,2024-05-08,Fair,Mendung,88,971.58,Optimal
EFC00810-4,PLAN0115-4,MINE_4,EQ036-4,Loader,2024-05-15,Good,Mendung,85,92.92,Optimal
EFC00811-5,PLAN0067-5,MINE_5,EQ044-5,Loader,2024-05-15,Good,Berawan,85,26.3,Optimal
EFC00812-1,PLAN0259-1,MINE_1,EQ020-1,Excavator,2024-05-15,Good,Mendung,97,7.09,Optimal
EFC00813-3,PLAN0163-3,MINE_3,EQ031-3,Loader,2024-05-15,Good,Mendung,90,57.07,Optimal
EFC00814-2,PLAN0211-2,MINE_2,EQ019-2,Dump Truck,2024-05-15,Good,Mendung,95,1043.46,Optimal
EFC00815-5,PLAN0068-5,MINE_5,EQ034-5,Excavator,2024-05-22,Good,Mendung,98,365.57,Optimal
EFC00816-3,PLAN0164-3,MINE_3,EQ021-3,Excavator,2024-05-22,Good,Mendung,98,347.89,Optimal
EFC00817-2,PLAN0212-2,MINE_2,EQ019-2,Dump Truck,2024-05-22,Good,Mendung,97,985.15,Optimal
EFC00818-4,PLAN0116-4,MINE_4,EQ013-4,Dump Truck,2024-05-22,Good,Mendung,90,924.38,Optimal
EFC00819-1,PLAN0260-1,MINE_1,EQ047-1,Excavator,2024-05-22,Good,Mendung,86,286.72,Optimal
EFC00820-2,PLAN0213-2,MINE_2,EQ001-2,Loader,2024-06-01,Good,Mendung,92,81.9,Optimal
EFC00821-1,PLAN0261-1,MINE_1,EQ005-1,Dump Truck,2024-06-01,Good,Mendung,90,1282.35,Optimal
EFC00822-5,PLAN0069-5,MINE_5,EQ034-5,Excavator,2024-06-01,Good,Mendung,78,317.9,Optimal
EFC00823-4,PLAN0117-4,MINE_4,EQ036-4,Loader,2024-06-01,Good,Mendung,73,75.43,Optimal
EFC00824-3,PLAN0165-3,MINE_3,EQ031-3,Loader,2024-06-01,Good,Berawan,77,53.1,Optimal
EFC00825-1,PLAN0262-1,MINE_1,EQ015-1,Excavator,2024-06-08,Good,Mendung,78,66.79,Optimal
EFC00826-5,PLAN0070-5,MINE_5,EQ034-5,Excavator,2024-06-08,Good,Berawan,83,344.09,Optimal
EFC00827-4,PLAN0118-4,MINE_4,EQ010-4,Dump Truck,2024-06-08,Good,Mendung,86,1350.02,Optimal
EFC00828-2,PLAN0214-2,MINE_2,EQ042-2,Dump Truck,2024-06-08,Good,Mendung,96,2159.55,Optimal
EFC00829-3,PLAN0166-3,MINE_3,EQ031-3,Loader,2024-06-08,Good,Mendung,70,32.04,Optimal
EFC00830-5,PLAN0071-5,MINE_5,EQ008-5,Loader,2024-06-15,Fair,Mendung,96,83.0,Optimal
EFC00831-1,PLAN0263-1,MINE_1,EQ045-1,Excavator,2024-06-15,Fair,Mendung,81,5.13,Optimal
EFC00832-2,PLAN0215-2,MINE_2,EQ028-2,Loader,2024-06-15,Good,Mendung,95,19.71,Optimal
EFC00833-4,PLAN0119-4,MINE_4,EQ013-4,Dump Truck,2024-06-15,Good,Mendung,71,595.22,Optimal
EFC00834-3,PLAN0167-3,MINE_3,EQ039-3,Excavator,2024-06-15,Good,Mendung,92,50.09,Optimal
EFC00835-5,PLAN0072-5,MINE_5,EQ044-5,Loader,2024-06-22,Fair,Mendung,94,41.45,Optimal
EFC00836-2,PLAN0216-2,MINE_2,EQ042-2,Dump Truck,2024-06-22,Good,Mendung,79,1176.58,Optimal
EFC00837-3,PLAN0168-3,MINE_3,EQ021-3,Excavator,2024-06-22,Good,Mendung,93,338.73,Optimal
EFC00838-4,PLAN0120-4,MINE_4,EQ026-4,Excavator,2024-06-22,Good,Mendung,84,191.73,Optimal
EFC00839-1,PLAN0264-1,MINE_1,EQ037-1,Excavator,2024-06-22,Good,Mendung,84,37.67,Optimal
EFC00840-3,PLAN0169-3,MINE_3,EQ009-3,Loader,2024-07-01,Good,Mendung,88,18.43,Optimal
EFC00841-4,PLAN0121-4,MINE_4,EQ026-4,Excavator,2024-07-01,Fair,Mendung,76,135.05,Optimal
EFC00842-2,PLAN0217-2,MINE_2,EQ029-2,Excavator,2024-07-01,Good,Mendung,71,45.42,Optimal
EFC00843-5,PLAN0073-5,MINE_5,EQ012-5,Excavator,2024-07-01,Good,Mendung,95,35.85,Optimal
EFC00844-1,PLAN0265-1,MINE_1,EQ006-1,Dump Truck,2024-07-01,Good,Mendung,73,1016.64,Optimal
EFC00845-5,PLAN0074-5,MINE_5,EQ002-5,Dump Truck,2024-07-08,Good,Mendung,96,906.3,Optimal
EFC00846-2,PLAN0218-2,MINE_2,EQ025-2,Excavator,2024-07-08,Fair,Mendung,88,250.49,Optimal
EFC00847-3,PLAN0170-3,MINE_3,EQ021-3,Excavator,2024-07-08,Good,Berawan,89,329.81,Optimal
EFC00848-4,PLAN0122-4,MINE_4,EQ013-4,Dump Truck,2024-07-08,Good,Mendung,95,969.64,Optimal
EFC00849-1,PLAN0266-1,MINE_1,EQ020-1,Excavator,2024-07-08,Good,Berawan,99,6.31,Optimal
EFC00850-1,PLAN0267-1,MINE_1,EQ043-1,Excavator,2024-07-15,Fair,Berawan,95,41.14,Optimal
EFC00851-2,PLAN0219-2,MINE_2,EQ028-2,Loader,2024-07-15,Good,Berawan,78,21.43,Optimal
EFC00852-3,PLAN0171-3,MINE_3,EQ039-3,Excavator,2024-07-15,Good,Hujan lebat,90,42.99,Severe Weather Impact
EFC00853-4,PLAN0123-4,MINE_4,EQ010-4,Dump Truck,2024-07-15,Good,Berawan,98,1857.71,Optimal
EFC00854-5,PLAN0075-5,MINE_5,EQ035-5,Loader,2024-07-15,Good,Berawan,70,44.25,Optimal
EFC00855-3,PLAN0172-3,MINE_3,EQ031-3,Loader,2024-07-22,Good,Hujan lebat,76,35.5,Severe Weather Impact
EFC00856-1,PLAN0268-1,MINE_1,EQ022-1,Excavator,2024-07-22,Good,Berawan,74,55.63,Optimal
EFC00857-2,PLAN0220-2,MINE_2,EQ019-2,Dump Truck,2024-07-22,Fair,Berawan,82,1014.41,Optimal
EFC00858-4,PLAN0124-4,MINE_4,EQ026-4,Excavator,2024-07-22,Good,Berawan,99,192.21,Optimal
EFC00859-5,PLAN0076-5,MINE_5,EQ012-5,Excavator,2024-07-22,Fair,Mendung,72,17.66,Optimal
EFC00860-5,PLAN0077-5,MINE_5,EQ035-5,Loader,2024-08-01,Fair,Mendung,77,50.99,Optimal
EFC00861-2,PLAN0221-2,MINE_2,EQ040-2,Dump Truck,2024-08-01,Good,Mendung,79,880.09,Optimal
EFC00862-4,PLAN0125-4,MINE_4,EQ026-4,Excavator,2024-08-01,Good,Mendung,81,179.31,Optimal
EFC00863-3,PLAN0173-3,MINE_3,EQ031-3,Loader,2024-08-01,Fair,Berawan,77,45.58,Optimal
EFC00864-1,PLAN0269-1,MINE_1,EQ037-1,Excavator,2024-08-01,Good,Mendung,98,55.9,Optimal
EFC00865-3,PLAN0174-3,MINE_3,EQ039-3,Excavator,2024-08-08,Fair,Berawan,81,48.12,Optimal
EFC00866-4,PLAN0126-4,MINE_4,EQ013-4,Dump Truck,2024-08-08,Fair,Mendung,97,918.65,Optimal
EFC00867-5,PLAN0078-5,MINE_5,EQ008-5,Loader,2024-08-08,Good,Berawan,83,60.37,Optimal
EFC00868-1,PLAN0270-1,MINE_1,EQ011-1,Loader,2024-08-08,Good,Mendung,89,24.62,Optimal
EFC00869-2,PLAN0222-2,MINE_2,EQ018-2,Excavator,2024-08-08,Fair,Mendung,74,24.01,Optimal
EFC00870-2,PLAN0223-2,MINE_2,EQ024-2,Loader,2024-08-15,Fair,Mendung,72,46.16,Optimal
EFC00871-3,PLAN0175-3,MINE_3,EQ039-3,Excavator,2024-08-15,Good,Mendung,92,50.14,Optimal
EFC00872-1,PLAN0271-1,MINE_1,EQ050-1,Dump Truck,2024-08-15,Good,Berawan,97,1416.59,Optimal
EFC00873-4,PLAN0127-4,MINE_4,EQ036-4,Loader,2024-08-15,Good,Mendung,90,105.42,Optimal
EFC00874-5,PLAN0079-5,MINE_5,EQ044-5,Loader,2024-08-15,Good,Berawan,90,39.18,Optimal
EFC00875-3,PLAN0176-3,MINE_3,EQ046-3,Dump Truck,2024-08-22,Fair,Hujan lebat,89,942.88,Severe Weather Impact
EFC00876-5,PLAN0080-5,MINE_5,EQ008-5,Loader,2024-08-22,Fair,Mendung,70,45.24,Optimal
EFC00877-1,PLAN0272-1,MINE_1,EQ030-1,Excavator,2024-08-22,Fair,Mendung,75,170.14,Optimal
EFC00878-4,PLAN0128-4,MINE_4,EQ010-4,Dump Truck,2024-08-22,Good,Mendung,77,1165.78,Optimal
EFC00879-2,PLAN0224-2,MINE_2,EQ042-2,Dump Truck,2024-08-22,Good,Mendung,84,1395.01,Optimal
EFC00880-2,PLAN0225-2,MINE_2,EQ004-2,Dump Truck,2024-09-01,Good,Mendung,93,1771.95,Optimal
EFC00881-1,PLAN0273-1,MINE_1,EQ015-1,Excavator,2024-09-01,Fair,Mendung,92,71.17,Optimal
EFC00882-3,PLAN0177-3,MINE_3,EQ021-3,Excavator,2024-09-01,Fair,Berawan,93,222.94,Optimal
EFC00883-4,PLAN0129-4,MINE_4,EQ003-4,Dump Truck,2024-09-01,Good,Mendung,81,1143.68,Optimal
EFC00884-5,PLAN0081-5,MINE_5,EQ044-5,Loader,2024-09-01,Good,Berawan,89,36.49,Optimal
EFC00885-3,PLAN0178-3,MINE_3,EQ009-3,Loader,2024-09-08,Good,Mendung,85,22.66,Optimal
EFC00886-4,PLAN0130-4,MINE_4,EQ003-4,Dump Truck,2024-09-08,Fair,Mendung,76,1035.76,Optimal
EFC00887-1,PLAN0274-1,MINE_1,EQ027-1,Excavator,2024-09-08,Fair,Berawan,88,323.57,Optimal
EFC00888-2,PLAN0226-2,MINE_2,EQ001-2,Loader,2024-09-08,Fair,Mendung,93,98.83,Optimal
EFC00889-5,PLAN0082-5,MINE_5,EQ034-5,Excavator,2024-09-08,Fair,Berawan,93,231.88,Optimal
EFC00890-1,PLAN0275-1,MINE_1,EQ050-1,Dump Truck,2024-09-15,Good,Hujan lebat,76,682.84,Severe Weather Impact
EFC00891-5,PLAN0083-5,MINE_5,EQ012-5,Excavator,2024-09-15,Fair,Mendung,79,21.41,Optimal
EFC00892-4,PLAN0131-4,MINE_4,EQ010-4,Dump Truck,2024-09-15,Good,Mendung,78,1123.0,Optimal
EFC00893-2,PLAN0227-2,MINE_2,EQ024-2,Loader,2024-09-15,Good,Mendung,81,53.8,Optimal
